atr_percentile,be_armed,close_mode,direction,dxy_trend,ees_buy_band,ees_buy_score,ees_sell_band,ees_sell_score,entry_price,exit_price,geo,grade,kill_zone_active,killswitch_daily_pnl_at_decision,killswitch_pnl_recalibrated,miners_available,momentum_alignment,momentum_consensus,mtfa,of,r_multiple,real_pnl_mt5,reason,risk_usd,row_kind,score,session,sl,smc,strategy,symbol,ticket,tp,trailing_active,ts_broker,ts_utc
,,,SELL,,,,SAIN,27.5,,,44.35,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.09,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:18:42.836706+00:00,2026-07-08 20:18:42.836706+00:00
,,,SELL,,,,SAIN,27.5,,,44.09,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.02,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:19:11.575308+00:00,2026-07-08 20:19:11.575308+00:00
,,,SELL,,,,SAIN,27.5,,,43.42,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,58.86,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:19:39.859914+00:00,2026-07-08 20:19:39.859914+00:00
,,,SELL,,,,SAIN,27.5,,,44.99,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.25,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:20:07.833598+00:00,2026-07-08 20:20:07.833598+00:00
,,,SELL,,SAIN,18.7,SAIN,29.1,,,42.78,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.2,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:20:20.195334+00:00,2026-07-08 20:20:20.195334+00:00
,,,SELL,,,,,,,,49.94,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.48,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:20:59.661879+00:00,2026-07-08 20:20:59.661879+00:00
,,,SELL,,,,,,,,50.57,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.64,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:21:25.749741+00:00,2026-07-08 20:21:25.749741+00:00
,,,SELL,,,,,,,,51.51,B,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,65.38,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:21:53.186380+00:00,2026-07-08 20:21:53.186380+00:00
,,,SELL,,,,,,,,50.66,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.66,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:22:21.990043+00:00,2026-07-08 20:22:21.990043+00:00
,,,SELL,,,,,,,,50.38,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.59,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:22:50.781587+00:00,2026-07-08 20:22:50.781587+00:00
,,,SELL,,,,,,,,50.42,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.61,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:23:19.378517+00:00,2026-07-08 20:23:19.378517+00:00
,,,SELL,,,,,,,,50.83,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.71,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:23:48.804149+00:00,2026-07-08 20:23:48.804149+00:00
,,,SELL,,,,,,,,51.23,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.81,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:24:18.172827+00:00,2026-07-08 20:24:18.172827+00:00
,,,SELL,,,,,,,,51.05,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.76,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:24:45.780937+00:00,2026-07-08 20:24:45.780937+00:00
,,,SELL,,,,,,,,46.54,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.63,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:25:13.655192+00:00,2026-07-08 20:25:13.655192+00:00
,,,SELL,,,,,,,,46.74,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.69,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:25:38.770024+00:00,2026-07-08 20:25:38.770024+00:00
,,,SELL,,,,,,,,46.26,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.56,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:26:06.331975+00:00,2026-07-08 20:26:06.331975+00:00
,,,SELL,,,,,,,,47.26,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.81,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:26:31.289066+00:00,2026-07-08 20:26:31.289066+00:00
,,,SELL,,,,,,,,46.85,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.71,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:26:57.969772+00:00,2026-07-08 20:26:57.969772+00:00
,,,SELL,,,,,,,,46.71,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.68,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:27:25.910444+00:00,2026-07-08 20:27:25.910444+00:00
,,,SELL,,,,,,,,47.83,C,,-3.1,True,,,,50.0,93.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,62.36,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:27:54.795817+00:00,2026-07-08 20:27:54.795817+00:00
,,,SELL,,,,,,,,47.47,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.87,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:28:23.025258+00:00,2026-07-08 20:28:23.025258+00:00
,,,SELL,,,,,,,,47.54,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.88,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:28:51.815799+00:00,2026-07-08 20:28:51.815799+00:00
,,,SELL,,,,,,,,47.28,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.82,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:29:18.993079+00:00,2026-07-08 20:29:18.993079+00:00
,,,SELL,,,,,,,,47.19,C,,-3.1,True,,,,50.0,85.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.8,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 23:29:47.097140+00:00,2026-07-08 20:29:47.097140+00:00
,,,SELL,,SAIN,29.9,SAIN,0.0,,,57.82,B,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,65.45,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:30:55.208184+00:00,2026-07-08 20:30:55.208184+00:00
,,,SELL,,SAIN,29.9,SAIN,0.0,,,31.05,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,60.26,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:31:20.972250+00:00,2026-07-08 20:31:20.972250+00:00
,,,SELL,,SAIN,29.9,SAIN,0.0,,,30.74,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,60.19,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:31:47.394255+00:00,2026-07-08 20:31:47.394255+00:00
,,,SELL,,SAIN,29.9,SAIN,0.0,,,30.88,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,58.72,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:32:15.013274+00:00,2026-07-08 20:32:15.013274+00:00
,,,SELL,,SAIN,29.9,SAIN,0.0,,,31.04,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,58.76,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:32:42.603969+00:00,2026-07-08 20:32:42.603969+00:00
,,,SELL,,SAIN,29.9,SAIN,0.0,,,41.99,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,61.5,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:33:10.208616+00:00,2026-07-08 20:33:10.208616+00:00
,,,SELL,,SAIN,29.9,SAIN,0.0,,,57.85,B,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,65.46,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:34:06.009102+00:00,2026-07-08 20:34:06.009102+00:00
,,,SELL,,SAIN,29.9,SAIN,0.0,,,30.87,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,60.22,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:34:38.169706+00:00,2026-07-08 20:34:38.169706+00:00
,,,SELL,,SAIN,29.9,SAIN,0.0,,,31.04,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,60.26,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:35:11.755541+00:00,2026-07-08 20:35:11.755541+00:00
,,,SELL,,SAIN,14.1,SAIN,6.2,,,25.99,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.0,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:35:38.929081+00:00,2026-07-08 20:35:38.929081+00:00
,,,SELL,,SAIN,14.1,SAIN,6.2,,,26.17,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.04,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:36:10.846414+00:00,2026-07-08 20:36:10.846414+00:00
,,,SELL,,SAIN,14.1,SAIN,6.2,,,39.41,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,62.35,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:36:41.200145+00:00,2026-07-08 20:36:41.200145+00:00
,,,SELL,,SAIN,14.1,SAIN,6.2,,,38.95,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,62.24,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:37:10.614250+00:00,2026-07-08 20:37:10.614250+00:00
,,,SELL,,SAIN,14.1,SAIN,6.2,,,39.58,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,60.89,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:37:39.525050+00:00,2026-07-08 20:37:39.525050+00:00
,,,SELL,,SAIN,14.1,SAIN,6.2,,,40.17,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,62.54,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:38:09.208653+00:00,2026-07-08 20:38:09.208653+00:00
,,,SELL,,SAIN,14.1,SAIN,6.2,,,41.99,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.0,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:38:41.377188+00:00,2026-07-08 20:38:41.377188+00:00
,,,SELL,,SAIN,14.1,SAIN,6.2,,,42.28,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.07,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:39:07.783823+00:00,2026-07-08 20:39:07.783823+00:00
,,,SELL,,SAIN,14.1,SAIN,6.2,,,42.24,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,61.56,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:39:36.987141+00:00,2026-07-08 20:39:36.987141+00:00
,,,SELL,,SAIN,14.1,SAIN,6.2,,,40.52,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,61.13,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:40:08.550161+00:00,2026-07-08 20:40:08.550161+00:00
,,,SELL,,SAIN,13.2,SAIN,5.3,,,26.93,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.23,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:45:23.069211+00:00,2026-07-08 20:45:23.069211+00:00
,,,SELL,,SAIN,13.2,SAIN,5.3,,,26.74,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.19,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:45:49.500939+00:00,2026-07-08 20:45:49.500939+00:00
,,,SELL,,SAIN,13.2,SAIN,5.3,,,27.52,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.38,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:46:19.868636+00:00,2026-07-08 20:46:19.868636+00:00
,,,SELL,,SAIN,22.0,SAIN,3.3,,,35.06,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,59.77,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:52:50.787546+00:00,2026-07-08 20:52:50.787546+00:00
,,,SELL,,SAIN,22.0,SAIN,3.3,,,38.07,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,62.02,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:53:54.366721+00:00,2026-07-08 20:53:54.366721+00:00
,,,SELL,,SAIN,22.0,SAIN,3.3,,,38.85,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,62.21,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:54:26.670244+00:00,2026-07-08 20:54:26.670244+00:00
,,,SELL,,SAIN,22.0,SAIN,3.3,,,37.57,C,,-3.1,True,,,,50.0,95.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,60.39,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:54:58.899890+00:00,2026-07-08 20:54:58.899890+00:00
,,,SELL,,SAIN,15.0,SAIN,37.5,,,43.12,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.28,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:55:49.938188+00:00,2026-07-08 20:55:49.938188+00:00
,,,SELL,,SAIN,15.0,SAIN,37.5,,,44.67,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.67,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:56:17.110927+00:00,2026-07-08 20:56:17.110927+00:00
,,,SELL,,SAIN,15.0,SAIN,37.5,,,43.46,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.37,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:56:45.199255+00:00,2026-07-08 20:56:45.199255+00:00
,,,SELL,,SAIN,15.0,SAIN,37.5,,,43.65,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.41,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:57:12.162247+00:00,2026-07-08 20:57:12.162247+00:00
,,,SELL,,SAIN,15.0,SAIN,37.5,,,43.65,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.41,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:57:38.900743+00:00,2026-07-08 20:57:38.900743+00:00
,,,SELL,,SAIN,15.0,SAIN,37.5,,,44.06,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.52,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:58:06.563929+00:00,2026-07-08 20:58:06.563929+00:00
,,,SELL,,SAIN,15.0,SAIN,37.5,,,43.55,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.39,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:58:33.364099+00:00,2026-07-08 20:58:33.364099+00:00
,,,SELL,,SAIN,15.0,SAIN,37.5,,,43.55,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.39,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:59:01.619009+00:00,2026-07-08 20:59:01.619009+00:00
,,,SELL,,SAIN,15.0,SAIN,37.5,,,43.54,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.38,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:59:29.873791+00:00,2026-07-08 20:59:29.873791+00:00
,,,SELL,,SAIN,0.0,SAIN,37.5,,,43.33,C,,-3.1,True,,,,50.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.33,NEW_YORK,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 23:59:58.130321+00:00,2026-07-08 20:59:58.130321+00:00
,,,BUY,,SAIN,17.7,,,,,48.13,C,,,,,,,50.0,93.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.43,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-09 03:00:40.948164+00:00,2026-07-09 00:00:40.948164+00:00
,,,SELL,,SAIN,10.5,SAIN,37.3,,,45.4,C,,,,,,,50.0,95.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.35,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-09 03:23:14.703972+00:00,2026-07-09 00:23:14.703972+00:00
,,,SELL,,SAIN,10.5,SAIN,37.3,,,46.15,C,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,64.04,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-09 03:23:38.293226+00:00,2026-07-09 00:23:38.293226+00:00
,,,SELL,,,,SAIN,27.7,,,41.03,C,,,,,,,50.0,88.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,59.16,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-09 03:23:46.931914+00:00,2026-07-09 00:23:46.931914+00:00
,,,SELL,,SAIN,10.5,SAIN,37.3,,,45.45,C,,,,,,,50.0,95.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.36,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-09 03:23:57.308448+00:00,2026-07-09 00:23:57.308448+00:00
,,,SELL,,SAIN,10.5,SAIN,37.3,,,46.31,C,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,64.08,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-09 03:24:20.463595+00:00,2026-07-09 00:24:20.463595+00:00
,,,SELL,,SAIN,10.5,SAIN,37.3,,,57.37,B,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,66.84,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-09 03:24:46.826191+00:00,2026-07-09 00:24:46.826191+00:00
,,,SELL,,SAIN,2.4,SAIN,39.3,,,49.45,C,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,64.86,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-09 03:25:08.291706+00:00,2026-07-09 00:25:08.291706+00:00
,,,SELL,,,,,,,,52.88,C,,,,,,,50.0,90.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.72,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-09 03:25:20.245412+00:00,2026-07-09 00:25:20.245412+00:00
,,,SELL,,,,,,,,52.71,C,,,,,,,50.0,90.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.68,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-09 03:25:37.867643+00:00,2026-07-09 00:25:37.867643+00:00
,,,SELL,,SAIN,2.4,SAIN,39.3,,,60.52,B,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,67.63,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-09 03:25:53.839300+00:00,2026-07-09 00:25:53.839300+00:00
,,,SELL,,,,,,,,54.14,B,,,,,,,50.0,98.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,65.44,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-09 03:26:05.133965+00:00,2026-07-09 00:26:05.133965+00:00
,,,SELL,,SAIN,2.4,SAIN,39.3,,,61.48,B,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,67.87,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-09 03:26:20.849800+00:00,2026-07-09 00:26:20.849800+00:00
,,,SELL,,,,,,,,54.03,C,,,,,,,50.0,90.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,63.01,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-09 03:26:31.735154+00:00,2026-07-09 00:26:31.735154+00:00
,,,SELL,,SAIN,2.4,SAIN,39.3,,,61.6,B,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,67.9,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-09 03:26:46.997418+00:00,2026-07-09 00:26:46.997418+00:00
,,,SELL,,,,,,,,52.89,C,,,,,,,50.0,90.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,62.72,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-09 03:26:58.207982+00:00,2026-07-09 00:26:58.207982+00:00
,,,SELL,,SAIN,2.4,SAIN,39.3,,,60.82,B,,,,,,,50.0,100.0,,,failed_gate=MAX_OPEN_TRADES_PER_SYMBOL,,REFUSE,67.7,ASIA_MAIN,,50.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-09 03:27:11.072355+00:00,2026-07-09 00:27:11.072355+00:00
